gen	AFR	OOA	EHG	ANA	EUR	YAM
762	0	0	0	0	1	0
761	0	0	0	0	1	0
760	0	0	0	0	1	0
759	0	0	0	0	1	0
758	0	0	0	0	1	0
757	0	0	0	0	1	0
756	0	0	0	0	1	0
755	0	0	0	0	1	0
754	0	0	0	0	1	0
753	0	0	0	0	1	0
752	0	0	0	0	1	0
751	0	0	0	0	1	0
750	0	0	0	0	1	0
749	0	0	0	0	1	0
748	0	0	0	0	1	0
747	0	0	0	0	1	0
746	0	0	0	0	1	0
745	0	0	0	0	1	0
744	0	0	0	0	1	0
743	0	0	0	0	1	0
742	0	0	0	0	1	0
741	0	0	0	0	1	0
740	0	0	0	0	1	0
739	0	0	0	0	1	0
738	0	0	0	0	1	0
737	0	0	0	0	1	0
736	0	0	0	0	1	0
735	0	0	0	0	1	0
734	0	0	0	0	1	0
733	0	0	0	0	1	0
732	0	0	0	0	1	0
731	0	0	0	0	1	0
730	0	0	0	0	1	0
729	0	0	0	0	1	0
728	0	0	0	0	1	0
727	0	0	0	0	1	0
726	0	0	0	0	1	0
725	0	0	0	0	1	0
724	0	0	0	0	1	0
723	0	0	0	0	1	0
722	0	0	0	0	1	0
721	0	0	0	0	1	0
720	0	0	0	0	1	0
719	0	0	0	0	1	0
718	0	0	0	0	1	0
717	0	0	0	0	1	0
716	0	0	0	0	1	0
715	0	0	0	0	1	0
714	0	0	0	0	1	0
713	0	0	0	0	1	0
712	0	0	0	0	1	0
711	0	0	0	0	1	0
710	0	0	0	0	1	0
709	0	0	0	0	1	0
708	0	0	0	0	1	0
707	0	0	0	0	1	0
706	0	0	0	0	1	0
705	0	0	0	0	1	0
704	0	0	0	0	1	0
703	0	0	0	0	1	0
702	0	0	0	0	1	0
701	0	0	0	0	1	0
700	0	0	0	0	1	0
699	0	0	0	0	1	0
698	0	0	0	0	1	0
697	0	0	0	0	1	0
696	0	0	0	0	1	0
695	0	0	0	0	1	0
694	0	0	0	0	1	0
693	0	0	0	0	1	0
692	0	0	0	0	1	0
691	0	0	0	0	1	0
690	0	0	0	0	1	0
689	0	0	0	0	1	0
688	0	0	0	0	1	0
687	0	0	0	0	1	0
686	0	0	0	0	1	0
685	0	0	0	0	1	0
684	0	0	0	0	1	0
683	0	0	0	0	1	0
682	0	0	0	0	1	0
681	0	0	0	0	1	0
680	0	0	0	0	1	0
679	0	0	0	0	1	0
678	0	0	0	0	1	0
677	0	0	0	0	1	0
676	0	0	0	0	1	0
675	0	0	0	0	1	0
674	0	0	0	0	1	0
673	0	0	0	0	1	0
672	0	0	0	0	1	0
671	0	0	0	0	1	0
670	0	0	0	0	1	0
669	0	0	0	0	1	0
668	0	0	0	0	1	0
667	0	0	0	0	1	0
666	0	0	0	0	1	0
665	0	0	0	0	1	0
664	0	0	0	0	1	0
663	0	0	0	0	1	0
662	0	0	0	0	1	0
661	0	0	0	0	1	0
660	0	0	0	0	1	0
659	0	0	0	0	1	0
658	0	0	0	0	1	0
657	0	0	0	0	1	0
656	0	0	0	0	1	0
655	0	0	0	0	1	0
654	0	0	0	0	1	0
653	0	0	0	0	1	0
652	0	0	0	0	1	0
651	0	0	0	0	1	0
650	0	0	0	0	1	0
649	0	0	0	0	1	0
648	0	0	0	0	1	0
647	0	0	0	0	1	0
646	0	0	0	0	1	0
645	0	0	0	0	1	0
644	0	0	0	0	1	0
643	0	0	0	0	1	0
642	0	0	0	0	1	0
641	0	0	0	0	1	0
640	0	0	0	0	1	0
639	0	0	0	0	1	0
638	0	0	0	0	1	0
637	0	0	0	0	1	0
636	0	0	0	0	1	0
635	0	0	0	0	1	0
634	0	0	0	0	1	0
633	0	0	0	0	1	0
632	0	0	0	0	1	0
631	0	0	0	0	1	0
630	0	0	0	0	1	0
629	0	0	0	0	1	0
628	0	0	0	0	1	0
627	0	0	0	0	1	0
626	0	0	0	0	1	0
625	0	0	0	0	1	0
624	0	0	0	0	1	0
623	0	0	0	0	1	0
622	0	0	0	0	1	0
621	0	0	0	0	1	0
620	0	0	0	0	1	0
619	0	0	0	0	1	0
618	0	0	0	0	1	0
617	0	0	0	0	1	0
616	0	0	0	0	1	0
615	0	0	0	0	1	0
614	0	0	0	0	1	0
613	0	0	0	0	1	0
612	0	0	0	0	1	0
611	0	0	0	0	1	0
610	0	0	0	0	1	0
609	0	0	0	0	1	0
608	0	0	0	0	1	0
607	0	0	0	0	1	0
606	0	0	0	0	1	0
605	0	0	0	0	1	0
604	0	0	0	0	1	0
603	0	0	0	0	1	0
602	0	0	0	0	1	0
601	0	0	0	0	1	0
600	0	0	0	0	1	0
599	0	0	0	0	1	0
598	0	0	0	0	1	0
597	0	0	0	0	1	0
596	0	0	0	0	1	0
595	0	0	0	0	1	0
594	0	0	0	0	1	0
593	0	0	0	0	1	0
592	0	0	0	0	1	0
591	0	0	0	0	1	0
590	0	0	0	0	1	0
589	0	0	0	0	1	0
588	0	0	0	0	1	0
587	0	0	0	0	1	0
586	0	0	0	0	1	0
585	0	0	0	0	1	0
584	0	0	0	0	1	0
583	0	0	0	0	1	0
582	0	0	0	0	1	0
581	0	0	0	0	1	0
580	0	0	0	0	1	0
579	0	0	0	0	1	0
578	0	0	0	0	1	0
577	0	0	0	0	1	0
576	0	0	0	0	1	0
575	0	0	0	0	1	0
574	0	0	0	0	1	0
573	0	0	0	0	1	0
572	0	0	0	0	1	0
571	0	0	0	0	1	0
570	0	0	0	0	1	0
569	0	0	0	0	1	0
568	0	0	0	0	1	0
567	0	0	0	0	1	0
566	0	0	0	0	1	0
565	0	0	0	0	1	0
564	0	0	0	0	1	0
563	0	0	0	0	1	0
562	0	0	0	0	1	0
561	0	0	0	0	1	0
560	0	0	0	0	1	0
559	0	0	0	0	1	0
558	0	0	0	0	1	0
557	0	0	0	0	1	0
556	0	0	0	0	1	0
555	0	0	0	0	1	0
554	0	0	0	0	1	0
553	0	0	0	0	1	0
552	0	0	0	0	1	0
551	0	0	0	0	1	0
550	0	0	0	0	1	0
549	0	0	0	0	1	0
548	0	0	0	0	1	0
547	0	0	0	0	1	0
546	0	0	0	0	1	0
545	0	0	0	0	1	0
544	0	0	0	0	1	0
543	0	0	0	0	1	0
542	0	0	0	0	1	0
541	0	0	0	0	1	0
540	0	0	0	0	1	0
539	0	0	0	0	1	0
538	0	0	0	0	1	0
537	0	0	0	0	1	0
536	0	0	0	0	1	0
535	0	0	0	0	1	0
534	0	0	0	0	1	0
533	0	0	0	0	1	0
532	0	0	0	0	1	0
531	0	0	0	0	1	0
530	0	0	0	0	1	0
529	0	0	0	0	1	0
528	0	0	0	0	1	0
527	0	0	0	0	1	0
526	0	0	0	0	1	0
525	0	0	0	0	1	0
524	0	0	0	0	1	0
523	0	0	0	0	1	0
522	0	0	0	0	1	0
521	0	0	0	0	1	0
520	0	0	0	0	1	0
519	0	0	0	0	1	0
518	0	0	0	0	1	0
517	0	0	0	0	1	0
516	0	0	0	0	1	0
515	0	0	0	0	1	0
514	0	0	0	0	1	0
513	0	0	0	0	1	0
512	0	0	0	0	1	0
511	0	0	0	0	1	0
510	0	0	0	0	1	0
509	0	0	0	0	1	0
508	0	0	0	0	1	0
507	0	0	0	0	1	0
506	0	0	0	0	1	0
505	0	0	0	0	1	0
504	0	0	0	0	1	0
503	0	0	0	0	1	0
502	0	0	0	0	1	0
501	0	0	0	0	1	0
500	0	0	0	0	1	0
499	0	0	0	0	1	0
498	0	0	0	0	1	0
497	0	0	0	0	1	0
496	0	0	0	0	1	0
495	0	0	0	0	1	0
494	0	0	0	0	1	0
493	0	0	0	0	1	0
492	0	0	0	0	1	0
491	0	0	0	0	1	0
490	0	0	0	0	1	0
489	0	0	0	0	1	0
488	0	0	0	0	1	0
487	0	0	0	0	1	0
486	0	0	0	0	1	0
485	0	0	0	0	1	0
484	0	0	0	0	1	0
483	0	0	0	0	1	0
482	0	0	0	0	1	0
481	0	0	0	0	1	0
480	0	0	0	0	1	0
479	0	0	0	0	1	0
478	0	0	0	0	1	0
477	0	0	0	0	1	0
476	0	0	0	0	1	0
475	0	0	0	0	1	0
474	0	0	0	0	1	0
473	0	0	0	0	1	0
472	0	0	0	0	1	0
471	0	0	0	0	1	0
470	0	0	0	0	1	0
469	0	0	0	0	1	0
468	0	0	0	0	1	0
467	0	0	0	0	1	0
466	0	0	0	0	1	0
465	0	0	0	0	1	0
464	0	0	0	0	1	0
463	0	0	0	0	1	0
462	0	0	0	0	1	0
461	0	0	0	0	1	0
460	0	0	0	0	1	0
459	0	0	0	0	1	0
458	0	0	0	0	1	0
457	0	0	0	0	1	0
456	0	0	0	0	1	0
455	0	0	0	0	1	0
454	0	0	0	0	1	0
453	0	0	0	0	1	0
452	0	0	0	0	1	0
451	0	0	0	0	1	0
450	0	0	0	0	1	0
449	0	0	0	0	1	0
448	0	0	0	0	1	0
447	0	0	0	0	1	0
446	0	0	0	0	1	0
445	0	0	0	0	1	0
444	0	0	0	0	1	0
443	0	0	0	0	1	0
442	0	0	0	0	1	0
441	0	0	0	0	1	0
440	0	0	0	0	1	0
439	0	0	0	0	1	0
438	0	0	0	0	1	0
437	0	0	0	0	1	0
436	0	0	0	0	1	0
435	0	0	0	0	1	0
434	0	0	0	0	1	0
433	0	0	0	0	1	0
432	0	0	0	0	1	0
431	0	0	0	0	1	0
430	0	0	0	0	1	0
429	0	0	0	0	1	0
428	0	0	0	0	1	0
427	0	0	0	0	1	0
426	0	0	0	0	1	0
425	0	0	0	0	1	0
424	0	0	0	0	1	0
423	0	0	0	0	1	0
422	0	0	0	0	1	0
421	0	0	0	0	1	0
420	0	0	0	0	1	0
419	0	0	0	0	1	0
418	0	0	0	0	1	0
417	0	0	0	0	1	0
416	0	0	0	0	1	0
415	0	0	0	0	1	0
414	0	0	0	0	1	0
413	0	0	0	0	1	0
412	0	0	0	0	1	0
411	0	0	0	0	1	0
410	0	0	0	0	1	0
409	0	0	0	0	1	0
408	0	0	0	0	1	0
407	0	0	0	0	1	0
406	0	0	0	0	1	0
405	0	0	0	0	1	0
404	0	0	0	0	1	0
403	0	0	0	0	1	0
402	0	0	0	0	1	0
401	0	0	0	0	1	0
400	0	0	0	0	1	0
399	0	0	0	0	1	0
398	0	0	0	0	1	0
397	0	0	0	0	1	0
396	0	0	0	0	1	0
395	0	0	0	0	1	0
394	0	0	0	0	1	0
393	0	0	0	0	1	0
392	0	0	0	0	1	0
391	0	0	0	0	1	0
390	0	0	0	0	1	0
389	0	0	0	0	1	0
388	0	0	0	0	1	0
387	0	0	0	0	1	0
386	0	0	0	0	1	0
385	0	0	0	0	1	0
384	0	0	0	0	1	0
383	0	0	0	0	1	0
382	0	0	0	0	1	0
381	0	0	0	0	1	0
380	0	0	0	0	1	0
379	0	0	0	0	1	0
378	0	0	0	0	1	0
377	0	0	0	0	1	0
376	0	0	0	0	1	0
375	0	0	0	0	1	0
374	0	0	0	0	1	0
373	0	0	0	0	1	0
372	0	0	0	0	1	0
371	0	0	0	0	1	0
370	0	0	0	0	1	0
369	0	0	0	0	1	0
368	0	0	0	0	1	0
367	0	0	0	0	1	0
366	0	0	0	0	1	0
365	0	0	0	0	1	0
364	0	0	0	0	1	0
363	0	0	0	0	1	0
362	0	0	0	0	1	0
361	0	0	0	0	1	0
360	0	0	0	0	1	0
359	0	0	0	0	1	0
358	0	0	0	0	1	0
357	0	0	0	0	1	0
356	0	0	0	0	1	0
355	0	0	0	0	1	0
354	0	0	0	0	1	0
353	0	0	0	0	1	0
352	0	0	0	0	1	0
351	0	0	0	0	1	0
350	0	0	0	0	1	0
349	0	0	0	0	1	0
348	0	0	0	0	1	0
347	0	0	0	0	1	0
346	0	0	0	0	1	0
345	0	0	0	0	1	0
344	0	0	0	0	1	0
343	0	0	0	0	1	0
342	0	0	0	0	1	0
341	0	0	0	0	1	0
340	0	0	0	0	1	0
339	0	0	0	0	1	0
338	0	0	0	0	1	0
337	0	0	0	0	1	0
336	0	0	0	0	1	0
335	0	0	0	0	1	0
334	0	0	0	0	1	0
333	0	0	0	0	1	0
332	0	0	0	0	1	0
331	0	0	0	0	1	0
330	0	0	0	0	1	0
329	0	0	0	0	1	0
328	0	0	0	0	1	0
327	0	0	0	0	1	0
326	0	0	0	0	1	0
325	0	0	0	0	1	0
324	0	0	0	0	1	0
323	0	0	0	0	1	0
322	0	0	0	0	1	0
321	0	0	0	0	1	0
320	0	0	0	0	1	0
319	0	0	0	0	1	0
318	0	0	0	0	1	0
317	0	0	0	0	1	0
316	0	0	0	0	1	0
315	0	0	0	0	1	0
314	0	0	0	0	1	0
313	0	0	0	0	1	0
312	0	0	0	0	1	0
311	0	0	0	0	1	0
310	0	0	0	0	1	0
309	0	0	0	0	1	0
308	0	0	0	0	1	0
307	0	0	0	0	1	0
306	0	0	0	0	1	0
305	0	0	0	0	1	0
304	0	0	0	0	1	0
303	0	0	0	0	1	0
302	0	0	0	0	1	0
301	0	0	0	0	1	0
300	0	0	0	0	1	0
299	0	0	0	0	1	0
298	0	0	0	0	1	0
297	0	0	0	0	1	0
296	0	0	0	0	1	0
295	0	0	0	0	1	0
294	0	0	0	0	1	0
293	0	0	0	0	1	0
292	0	0	0	0	1	0
291	0	0	0	0	1	0
290	0	0	0	0	1	0
289	0	0	0	0	1	0
288	0	0	0	0	1	0
287	0	0	0	0	1	0
286	0	0	0	0	1	0
285	0	0	0	0	1	0
284	0	0	0	0	1	0
283	0	0	0	0	1	0
282	0	0	0	0	1	0
281	0	0	0	0	1	0
280	0	0	0	0	1	0
279	0	0	0	0	1	0
278	0	0	0	0	1	0
277	0	0	0	0	1	0
276	0	0	0	0	1	0
275	0	0	0	0	1	0
274	0	0	0	0	1	0
273	0	0	0	0	1	0
272	0	0	0	0	1	0
271	0	0	0	0	1	0
270	0	0	0	0	1	0
269	0	0	0	0	1	0
268	0	0	0	0	1	0
267	0	0	0	0	1	0
266	0	0	0	0	1	0
265	0	0	0	0.004	0.996	0
264	0	0	0	0.005	0.995	0
263	0	0	0	0.00575	0.99425	0
262	0	0	0	0.00675	0.99325	0
261	0	0	0	0.0115	0.9885	0
260	0	0	0	0.0125	0.9875	0
259	0	0	0	0.0145	0.9855	0
258	0	0	0	0.0175	0.9825	0
257	0	0	0	0.02025	0.97975	0
256	0	0	0	0.025	0.975	0
255	0	0	0	0.026	0.974	0
254	0	0	0	0.03	0.97	0
253	0	0	0	0.03425	0.96575	0
252	0	0	0	0.0325	0.9675	0
251	0	0	0	0.036	0.964	0
250	0	0	0	0.04125	0.95875	0
249	0	0	0	0.04125	0.95875	0
248	0	0	0	0.044	0.956	0
247	0	0	0	0.04625	0.95375	0
246	0	0	0	0.0475	0.9525	0
245	0	0	0	0.0565	0.9435	0
244	0	0	0	0.05925	0.94075	0
243	0	0	0	0.06	0.94	0
242	0	0	0	0.0595	0.9405	0
241	0	0	0	0.067	0.933	0
240	0	0	0	0.076	0.924	0
239	0	0	0	0.0815	0.9185	0
238	0	0	0	0.09575	0.90425	0
237	0	0	0	0.1035	0.8965	0
236	0	0	0	0.1035	0.8965	0
235	0	0	0	0.106	0.894	0
234	0	0	0	0.11025	0.88975	0
233	0	0	0	0.114	0.886	0
232	0	0	0	0.10375	0.89625	0
231	0	0	0	0.11175	0.88825	0
230	0	0	0	0.1255	0.8745	0
229	0	0	0	0.12725	0.87275	0
228	0	0	0	0.12325	0.87675	0
227	0	0	0	0.12725	0.87275	0
226	0	0	0	0.14275	0.85725	0
225	0	0	0	0.1525	0.8475	0
224	0	0	0	0.15425	0.84575	0
223	0	0	0	0.16725	0.83275	0
222	0	0	0	0.1725	0.8275	0
221	0	0	0	0.18425	0.81575	0
220	0	0	0	0.1845	0.8155	0
219	0	0	0	0.197	0.803	0
218	0	0	0	0.20075	0.79925	0
217	0	0	0	0.18625	0.81375	0
216	0	0	0	0.18375	0.81625	0
215	0	0	0	0.18	0.82	0
214	0	0	0	0.19075	0.80925	0
213	0	0	0	0.18625	0.81375	0
212	0	0	0	0.18925	0.81075	0
211	0	0	0	0.1915	0.8085	0
210	0	0	0	0.197	0.803	0
209	0	0	0	0.20425	0.79575	0
208	0	0	0	0.2095	0.7905	0
207	0	0	0	0.2155	0.7845	0
206	0	0	0	0.216	0.784	0
205	0	0	0	0.22	0.78	0
204	0	0	0	0.22725	0.77275	0
203	0	0	0	0.2345	0.7655	0
202	0	0	0	0.24575	0.75425	0
201	0	0	0	0.25025	0.74975	0
200	0	0	0	0.2475	0.7525	0
199	0	0	0	0.24625	0.75375	0
198	0	0	0	0.24725	0.75275	0
197	0	0	0	0.2395	0.7605	0
196	0	0	0	0.23925	0.76075	0
195	0	0	0	0.23125	0.76875	0
194	0	0	0	0.22975	0.77025	0
193	0	0	0	0.23925	0.76075	0
192	0	0	0	0.232	0.768	0
191	0	0	0	0.219	0.781	0
190	0	0	0	0.21125	0.78875	0
189	0	0	0	0.21675	0.78325	0
188	0	0	0	0.21475	0.78525	0
187	0	0	0	0.2305	0.7695	0
186	0	0	0	0.2295	0.7705	0
185	0	0	0	0.24575	0.75425	0
184	0	0	0	0.2475	0.7525	0
183	0	0	0	0.256	0.744	0
182	0	0	0	0.25175	0.74825	0
181	0	0	0	0.248	0.752	0
180	0	0	0	0.24625	0.75375	0
179	0	0	0	0.24775	0.75225	0
178	0	0	0	0.25	0.75	0
177	0	0	0	0.24875	0.75125	0
176	0	0	0	0.231	0.769	0
175	0	0	0	0.21175	0.78825	0
174	0	0	0	0.209	0.791	0
173	0	0	0	0.21275	0.78725	0
172	0	0	0	0.21575	0.78425	0
171	0	0	0	0.206	0.794	0
170	0	0	0	0.2045	0.7955	0
169	0	0	0	0.19775	0.80225	0
168	0	0	0	0.197	0.803	0
167	0	0	0	0.194	0.806	0
166	0	0	0	0.19	0.81	0
165	0	0	0	0.17325	0.82675	0
164	0	0	0	0.17075	0.82925	0
163	0	0	0	0.16725	0.83275	0
162	0	0	0	0.1715	0.8285	0
161	0	0	0	0.16475	0.83525	0
160	0	0	0	0.176	0.824	0
159	0	0	0	0.174	0.826	0
158	0	0	0	0.17225	0.82775	0
157	0	0	0	0.18125	0.81875	0
156	0	0	0	0.176	0.824	0
155	0	0	0	0.18325	0.81675	0
154	0	0	0	0.18325	0.81675	0
153	0	0	0	0.1785	0.8215	0
152	0	0	0	0.1765	0.8235	0
151	0	0	0	0.17825	0.82175	0
150	0	0	0	0.18425	0.81575	0
149	0	0	0	0.17575	0.82425	0
148	0	0	0	0.18225	0.81775	0
147	0	0	0	0.18475	0.81525	0
146	0	0	0	0.187	0.813	0
145	0	0	0	0.19675	0.80325	0
144	0	0	0	0.20425	0.79575	0
143	0	0	0	0.2025	0.7975	0
142	0	0	0	0.2015	0.7985	0
141	0	0	0	0.19575	0.80425	0
140	0	0	0	0.20475	0.79525	0
139	0	0	0	0.20525	0.79475	0
138	0	0	0	0.2085	0.7915	0
137	0	0	0	0.213	0.787	0
136	0	0	0	0.22475	0.77525	0
135	0	0	0	0.215	0.785	0
134	0	0	0	0.214	0.786	0
133	0	0	0	0.20575	0.79425	0
132	0	0	0	0.2025	0.796	0.0015
131	0	0	0	0.19775	0.797	0.00525
130	0	0	0	0.19675	0.79575	0.0075
129	0	0	0	0.2045	0.78225	0.01325
128	0	0	0	0.19425	0.7895	0.01625
127	0	0	0	0.188	0.7915	0.0205
126	0	0	0	0.1805	0.79675	0.02275
125	0	0	0	0.1895	0.783	0.0275
124	0	0	0	0.191	0.7775	0.0315
123	0	0	0	0.188	0.77575	0.03625
122	0	0	0	0.191	0.763	0.046
121	0	0	0	0.1955	0.7605	0.044
120	0	0	0	0.20375	0.73775	0.0585
119	0	0	0	0.2005	0.7245	0.075
118	0	0	0	0.19325	0.72425	0.0825
117	0	0	0	0.19275	0.72525	0.082
116	0	0	0	0.18725	0.719	0.09375
115	0	0	0	0.1965	0.7005	0.103
114	0	0	0	0.19025	0.7035	0.10625
113	0	0	0	0.18025	0.7085	0.11125
112	0	0	0	0.167	0.7175	0.1155
111	0	0	0	0.1615	0.70275	0.13575
110	0	0	0	0.16125	0.694	0.14475
109	0	0	0	0.141	0.6855	0.1735
108	0	0	0	0.148	0.6735	0.1785
107	0	0	0	0.14125	0.681	0.17775
106	0	0	0	0.128	0.6765	0.1955
105	0	0	0	0.11775	0.67625	0.206
104	0	0	0	0.1125	0.6625	0.225
103	0	0	0	0.11125	0.65975	0.229
102	0	0	0	0.108	0.6455	0.2465
101	0	0	0	0.1035	0.6365	0.26
100	0	0	0	0.09925	0.627	0.27375
99	0	0	0	0.106	0.6175	0.2765
98	0	0	0	0.1035	0.62325	0.27325
97	0	0	0	0.109	0.62375	0.26725
96	0	0	0	0.1065	0.62175	0.27175
95	0	0	0	0.10925	0.61975	0.271
94	0	0	0	0.1185	0.59675	0.28475
93	0	0	0	0.118	0.5835	0.2985
92	0	0	0	0.1175	0.58525	0.29725
91	0	0	0	0.11575	0.58575	0.2985
90	0	0	0	0.11075	0.5795	0.30975
89	0	0	0	0.11975	0.56475	0.3155
88	0	0	0	0.12475	0.5565	0.31875
87	0	0	0	0.116	0.5685	0.3155
86	0	0	0	0.12025	0.56675	0.313
85	0	0	0	0.10925	0.56475	0.326
84	0	0	0	0.11675	0.5585	0.32475
83	0	0	0	0.112	0.56625	0.32175
82	0	0	0	0.11225	0.568	0.31975
81	0	0	0	0.10875	0.55575	0.3355
80	0	0	0	0.10675	0.5705	0.32275
79	0	0	0	0.109	0.5765	0.3145
78	0	0	0	0.11	0.57075	0.31925
77	0	0	0	0.10525	0.581	0.31375
76	0	0	0	0.11	0.56925	0.32075
75	0	0	0	0.1125	0.5605	0.327
74	0	0	0	0.11475	0.56625	0.319
73	0	0	0	0.11975	0.58025	0.3
72	0	0	0	0.1205	0.5795	0.3
71	0	0	0	0.115	0.59525	0.28975
70	0	0	0	0.116	0.58825	0.29575
69	0	0	0	0.12525	0.5915	0.28325
68	0	0	0	0.1325	0.57925	0.28825
67	0	0	0	0.13225	0.57275	0.295
66	0	0	0	0.138	0.55875	0.30325
65	0	0	0	0.145	0.56275	0.29225
64	0	0	0	0.15175	0.56075	0.2875
63	0	0	0	0.154	0.55625	0.28975
62	0	0	0	0.15275	0.565	0.28225
61	0	0	0	0.1575	0.5565	0.286
60	0	0	0	0.14875	0.56375	0.2875
59	0	0	0	0.1505	0.56475	0.28475
58	0	0	0	0.15325	0.5645	0.28225
57	0	0	0	0.14625	0.57475	0.279
56	0	0	0	0.147	0.573	0.28
55	0	0	0	0.14975	0.5805	0.26975
54	0	0	0	0.14525	0.5955	0.25925
53	0	0	0	0.14575	0.59425	0.26
52	0	0	0	0.143	0.604	0.253
51	0	0	0	0.15325	0.601	0.24575
50	0	0	0	0.15825	0.60125	0.2405
49	0	0	0	0.16025	0.603	0.23675
48	0	0	0	0.1585	0.60575	0.23575
47	0	0	0	0.15775	0.59875	0.2435
46	0	0	0	0.153	0.5985	0.2485
45	0	0	0	0.15375	0.5945	0.25175
44	0	0	0	0.1615	0.59025	0.24825
43	0	0	0	0.15375	0.59025	0.256
42	0	0	0	0.152	0.59375	0.25425
41	0	0	0	0.15125	0.5845	0.26425
40	0	0	0	0.14475	0.5995	0.25575
39	0	0	0	0.1405	0.5945	0.265
38	0	0	0	0.142	0.5845	0.2735
37	0	0	0	0.141	0.5875	0.2715
36	0	0	0	0.1315	0.584	0.2845
35	0	0	0	0.131	0.57875	0.29025
34	0	0	0	0.135	0.583	0.282
33	0	0	0	0.135	0.57725	0.28775
32	0	0	0	0.13275	0.57825	0.289
31	0	0	0	0.13575	0.589	0.27525
30	0	0	0	0.137	0.5895	0.2735
29	0	0	0	0.13675	0.5855	0.27775
28	0	0	0	0.1395	0.576	0.2845
27	0	0	0	0.1395	0.5735	0.287
26	0	0	0	0.1335	0.57125	0.29525
25	0	0	0	0.12825	0.57225	0.2995
24	0	0	0	0.12325	0.58	0.29675
23	0	0	0	0.1285	0.5815	0.29
22	0	0	0	0.12575	0.5795	0.29475
21	0	0	0	0.1235	0.59375	0.28275
20	0	0	0	0.12275	0.5885	0.28875
19	0	0	0	0.1265	0.578	0.2955
18	0	0	0	0.1205	0.5695	0.31
17	0	0	0	0.12925	0.55875	0.312
16	0	0	0	0.1165	0.56425	0.31925
15	0	0	0	0.115	0.5625	0.3225
14	0	0	0	0.12475	0.55375	0.3215
13	0	0	0	0.12275	0.55325	0.324
12	0	0	0	0.12725	0.56725	0.3055
11	0	0	0	0.1275	0.5665	0.306
10	0	0	0	0.1255	0.5645	0.31
9	0	0	0	0.12375	0.587	0.28925
8	0	0	0	0.11775	0.60225	0.28
7	0	0	0	0.11675	0.59875	0.2845
6	0	0	0	0.10425	0.60275	0.293
5	0	0	0	0.102	0.6045	0.2935
4	0	0	0	0.09525	0.60725	0.2975
3	0	0	0	0.097	0.609	0.294
2	0	0	0	0.0945	0.61275	0.29275
1	0	0	0	0.09725	0.6005	0.30225
0	0	0	0	0.09475	0.612	0.29325
